subject,loop,start_time,end_time,EXG0_cca_dummy,EXG1_cca_dummy,label
sultan,1,60.0,60.996,0.21831348905618098,0.4939712853456706,landing
sultan,1,61.0,61.996,0.8373125471776006,0.9489203712624342,landing
sultan,1,62.0,62.996,0.6636826334611808,0.6257526009671829,landing
sultan,1,63.0,63.996,0.8701927590449821,0.5675800160059912,landing
sultan,1,64.0,64.996,0.27042039922394423,0.8624560681021048,landing
sultan,1,65.0,65.996,0.6539963029491894,0.40153000724838706,landing
sultan,1,66.0,66.996,0.206741393329279,0.3055134032992597,landing
sultan,1,67.0,132.992,0.39525779618322443,0.38248162380718254,landing
sultan,2,132.996,133.992,0.043210290874269974,0.6106135976136698,landing
sultan,2,133.996,134.992,0.47898714844321344,0.1551955189082297,landing
sultan,2,134.996,135.992,0.7033251822558213,0.42526979882718907,landing
sultan,2,135.996,136.992,0.34712340192180724,0.7501552970398229,landing
sultan,2,136.996,137.992,0.39495829388828896,0.3998393421647348,landing
sultan,2,137.996,138.992,0.40052228919125565,0.40951287167738504,landing
sultan,2,138.996,204.988,0.24327762109565743,0.24921072695095758,landing
sultan,3,204.992,205.988,0.7181947174028622,0.24354381475468556,landing
sultan,3,205.992,206.988,0.15524284478152395,0.4157816838401336,landing
sultan,3,206.992,207.988,0.11990139068597494,0.2943937234457742,landing
sultan,3,207.992,208.988,0.371657102611861,0.15743904522954189,landing
sultan,3,208.992,209.988,0.7027575091469463,0.31130077832539615,landing
sultan,3,209.992,210.988,0.767122775712136,0.7327306999783424,landing
sultan,3,210.992,276.984,0.8844309371753327,0.29025340921777243,landing
sultan,4,276.988,277.984,0.10941018776009748,0.5465074925235069,landing
sultan,4,277.988,278.984,0.6829867257837339,0.22524248199069685,landing
sultan,4,278.988,279.984,0.06825198105698083,0.4247985939071257,landing
sultan,4,279.988,280.984,0.765953278309501,0.2493788840826422,landing
sultan,4,280.988,281.984,0.290585511497779,0.07350371963862079,landing
sultan,4,281.988,282.984,0.3218085923389198,0.21940644780202212,landing
sultan,4,282.988,348.98,0.32381632717663333,0.7569096145607409,landing
sultan,5,348.984,349.98,0.5724420977979732,0.8411034102968765,landing
sultan,5,349.984,350.98,0.20587539249867048,0.314193514518349,landing
sultan,5,350.984,351.98,0.019347740966567883,0.5225449070954928,landing
sultan,5,351.984,352.98,0.7239643355173928,0.4588618699063881,landing
sultan,5,352.984,353.98,0.9553538405434157,0.5281186700610404,landing
sultan,5,353.984,354.98,0.9859535969390644,0.7676221021848461,landing
