subject,loop,start_time,end_time,EXG0_cca_dummy,EXG1_cca_dummy,label
usamah,1,36.0,36.996,0.09198661237866634,0.19522003026437973,kiri
usamah,1,37.0,37.996,0.4257169806250173,0.8131084320837099,kiri
usamah,1,38.0,38.996,0.5695668465454898,0.39032431873419093,kiri
usamah,1,39.0,39.996,0.6901802778804662,0.37468682571280276,kiri
usamah,1,40.0,40.996,0.44132184240911065,0.18628053919365162,kiri
usamah,1,41.0,41.996,0.6338147441004802,0.8046381549703397,kiri
usamah,1,42.0,42.996,0.7391321270020109,0.4288371245060776,kiri
usamah,1,43.0,108.992,0.3811820142180191,0.8687157179293903,kiri
usamah,2,108.996,109.992,0.017926893392636978,0.21129009824633005,kiri
usamah,2,109.996,110.992,0.7290469977799701,0.26632247217136307,kiri
usamah,2,110.996,111.992,0.37496298916142146,0.980375314310325,kiri
usamah,2,111.996,112.992,0.1978855426353604,0.5259311502782338,kiri
usamah,2,112.996,113.992,0.12073976971419786,0.7289341354295796,kiri
usamah,2,113.996,114.992,0.9212953220507957,0.10320686374231536,kiri
usamah,2,114.996,180.988,0.5612630257619501,0.1936123424565115,kiri
usamah,3,180.992,181.988,0.6339807322045659,0.8432178395246093,kiri
usamah,3,181.992,182.988,0.4923533436265216,0.2251948867195226,kiri
usamah,3,182.992,183.988,0.6942905627018695,0.6926487970048316,kiri
usamah,3,183.992,184.988,0.3100520659028311,0.9889045053220195,kiri
usamah,3,184.992,185.988,0.8945430100477036,0.3071011794284437,kiri
usamah,3,185.992,186.988,0.4376846559855324,0.1583739229980784,kiri
usamah,3,186.992,252.984,0.19975265623269034,0.9002930035257846,kiri
usamah,4,252.988,253.984,0.13739200774129967,0.18121587219858792,kiri
usamah,4,253.988,254.984,0.9572088136979982,0.016100348330391423,kiri
usamah,4,254.988,255.984,0.6656264525342004,0.7185443421028008,kiri
usamah,4,255.988,256.984,0.9513267976170809,0.2501235296881955,kiri
usamah,4,256.988,257.984,0.7449435713186158,0.8109391537749959,kiri
usamah,4,257.988,258.984,0.9882076612391233,0.6168656540017835,kiri
usamah,4,258.988,324.98,0.18883082039878774,0.8456411634360325,kiri
usamah,5,324.984,325.98,0.89449665134606,0.38442873284019263,kiri
usamah,5,325.984,326.98,0.9851220607216502,0.23052500223894945,kiri
usamah,5,326.984,327.98,0.6337668797988636,0.13831110140111813,kiri
usamah,5,327.984,328.98,0.6387768678587935,0.18132109049419365,kiri
usamah,5,328.984,329.98,0.49345958368977827,0.8595405936225287,kiri
usamah,5,329.984,330.98,0.526111969401639,0.899742447248466,kiri
