subject,loop,start_time,end_time,EXG0_cca_dummy,EXG1_cca_dummy,label
fahri,1,36.0,36.996,0.9724217589510307,0.4827600626116799,kiri
fahri,1,37.0,37.996,0.6362302344921952,0.6312676050710256,kiri
fahri,1,38.0,38.996,0.4482332806160799,0.1730070172542868,kiri
fahri,1,39.0,39.996,0.52306424329328,0.08056666960789072,kiri
fahri,1,40.0,40.996,0.11306087106024221,0.5200109500084052,kiri
fahri,1,41.0,41.996,0.2735695932527621,0.3600861473401481,kiri
fahri,1,42.0,42.996,0.0635226404565058,0.10534020860503812,kiri
fahri,1,43.0,108.992,0.24986624703641258,0.517438601000382,kiri
fahri,2,108.996,109.992,0.6359691677206861,0.023372507210978166,kiri
fahri,2,109.996,110.992,0.3210715022036339,0.35783286099896106,kiri
fahri,2,110.996,111.992,0.1685550150325673,0.49178297768461243,kiri
fahri,2,111.996,112.992,0.01172218475471587,0.6182427827615606,kiri
fahri,2,112.996,113.992,0.964166272320765,0.7200088908736049,kiri
fahri,2,113.996,114.992,0.1793291670047712,0.49533681931269424,kiri
fahri,2,114.996,180.988,0.44406524654973467,0.1214997469438821,kiri
fahri,3,180.992,181.988,0.41032112963355527,0.05754251746782957,kiri
fahri,3,181.992,182.988,0.2952561176621644,0.24088755051376942,kiri
fahri,3,182.992,183.988,0.843020164836701,0.615054058084444,kiri
fahri,3,183.992,184.988,0.13481881831742104,0.11120854387772694,kiri
fahri,3,184.992,185.988,0.9325214502923197,0.0016021352885385864,kiri
fahri,3,185.992,186.988,0.16338637596387173,0.1678487691644196,kiri
fahri,3,186.992,252.984,0.4044696382919889,0.20749744794567893,kiri
fahri,4,252.988,253.984,0.9819177323342256,0.8989320415540294,kiri
fahri,4,253.988,254.984,0.2813718330826116,0.44256593196084126,kiri
fahri,4,254.988,255.984,0.8500490286751103,0.4417286516853892,kiri
fahri,4,255.988,256.984,0.8249590789185811,0.7642026897561981,kiri
fahri,4,256.988,257.984,0.8837617367778235,0.6550214011877955,kiri
fahri,4,257.988,258.984,0.38686697627311084,0.23717628099487176,kiri
fahri,4,258.988,324.98,0.8933037488014375,0.9656294403788979,kiri
fahri,5,324.984,325.98,0.3792714433278729,0.21620439892384524,kiri
fahri,5,325.984,326.98,0.9763344187052938,0.5882799228781872,kiri
fahri,5,326.984,327.98,0.9649922006571093,0.35208467541048216,kiri
fahri,5,327.984,328.98,0.712226149160967,0.6023937093779381,kiri
fahri,5,328.984,329.98,0.1894680164746998,0.6756031238868525,kiri
fahri,5,329.984,330.98,0.6611139144882122,0.49082049556004126,kiri
