subject,loop,start_time,end_time,EXG0_cca_dummy,EXG1_cca_dummy,label
fahri,1,24.0,24.996,0.8496592539729897,0.920238095908244,kanan
fahri,1,25.0,25.996,0.11407077811258248,0.5670593783711325,kanan
fahri,1,26.0,26.996,0.0884429120344915,0.20712631095447853,kanan
fahri,1,27.0,27.996,0.3192084686078731,0.04010946228811907,kanan
fahri,1,28.0,28.996,0.7310710532666929,0.38975613175234247,kanan
fahri,1,29.0,29.996,0.5615326427127392,0.7992099795166793,kanan
fahri,1,30.0,30.996,0.892153103886101,0.4458866900198042,kanan
fahri,1,31.0,96.992,0.42322688751023974,0.29028580122808867,kanan
fahri,2,96.996,97.992,0.46529260124256255,0.33035073384663016,kanan
fahri,2,97.996,98.992,0.5526513269803669,0.8906191532594696,kanan
fahri,2,98.996,99.992,0.8813211262775844,0.296822514840266,kanan
fahri,2,99.996,100.992,0.15975197648518447,0.6638891701290912,kanan
fahri,2,100.996,101.992,0.937519729567753,0.8294933259037339,kanan
fahri,2,101.996,102.992,0.14025473421704238,0.916963272505912,kanan
fahri,2,102.996,168.988,0.2966600949266712,0.13699876727556426,kanan
fahri,3,168.992,169.988,0.15109216596814679,0.6118810494972208,kanan
fahri,3,169.992,170.988,0.7148730897036291,0.2846508397823755,kanan
fahri,3,170.992,171.988,0.8504853342244546,0.768468315087145,kanan
fahri,3,171.992,172.988,0.3411848481491234,0.2083145904378193,kanan
fahri,3,172.992,173.988,0.5578573695566929,0.9245330335605738,kanan
fahri,3,173.992,174.988,0.23538394920746952,0.8095513138451953,kanan
fahri,3,174.992,240.984,0.053336332863140545,0.3838853941758682,kanan
fahri,4,240.988,241.984,0.3632540439873183,0.5466979526757917,kanan
fahri,4,241.988,242.984,0.15411512317346332,0.09467080693539143,kanan
fahri,4,242.988,243.984,0.32099288979135576,0.07094600339855472,kanan
fahri,4,243.988,244.984,0.32400529345184415,0.2649458152799613,kanan
fahri,4,244.988,245.984,0.31831727330537807,0.6539690873086472,kanan
fahri,4,245.988,246.984,0.5755188547353747,0.864740531605686,kanan
fahri,4,246.988,312.98,0.4257501318157245,0.7221287050917925,kanan
fahri,5,312.984,313.98,0.9867187927968473,0.5073231928452417,kanan
fahri,5,313.984,314.98,0.7469770503321437,0.7005442840467223,kanan
fahri,5,314.984,315.98,0.11564906150743548,0.4752304514088854,kanan
fahri,5,315.984,316.98,0.7773684883115047,0.9327407481000217,kanan
fahri,5,316.984,317.98,0.6449902081368275,0.9228425817079138,kanan
fahri,5,317.984,318.98,0.030982516010941596,0.6773837950568917,kanan
