channel_0,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,channel_9,channel_10,channel_11,channel_12,channel_13,channel_14,channel_15,channel_16,channel_17,channel_18,channel_19,channel_20,channel_21,channel_22,channel_23
0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,192.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547419.9006755352,10.0000000000
1.0000000000,-123991.9214239027,-71584.0767722221,-75863.3853034240,-105545.8313877382,-107485.0910884251,-130523.1458572323,5445.1531702463,-1203.9543633407,0.0780000000,0.0060000000,0.5280000000,192.0000000000,2.0000000000,112.0000000000,0.0000000000,48.0000000000,16.0000000000,128.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547419.9167141914,0.0000000000
2.0000000000,-124340.7650996167,-71904.6901946891,-76198.0356214089,-105856.2077112446,-107802.9999498129,-130804.0849332911,5441.2192632221,-1216.7172094246,0.0780000000,0.0060000000,0.5280000000,192.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547419.9203224182,0.0000000000
3.0000000000,-124343.4473089513,-71903.5502557218,-76199.2649673539,-105855.3136414663,-107812.1641650396,-130816.5348549527,5405.5235273270,-1282.6548555678,0.0780000000,0.0060000000,0.5280000000,192.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547419.9232542515,0.0000000000
4.0000000000,-123900.3686786138,-71483.8739018290,-75771.0055435903,-105451.7528953258,-107416.4712329473,-130464.0478448925,5336.5013404490,-1399.7109412802,0.0780000000,0.0060000000,0.5280000000,192.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547419.9272437096,0.0000000000
5.0000000000,-123609.0807448722,-71192.6753750653,-75484.4338279288,-105177.6087495814,-107151.3795437073,-130226.4711530770,5349.6441661887,-1358.8966559048,0.0780000000,0.0060000000,0.5280000000,192.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547419.9314823151,0.0000000000
6.0000000000,-124064.0505032600,-71586.4684088789,-75907.2617777898,-105558.5495303332,-107535.0695890271,-130551.3537587349,5438.8052748210,-1214.8396628904,0.0780000000,0.0060000000,0.5280000000,192.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547419.9357044697,0.0000000000
7.0000000000,-124409.0943824165,-71901.0021568539,-76237.7993747949,-105863.2708624924,-107846.3176305673,-130826.9060643799,5447.2765859695,-1206.9271453532,0.0780000000,0.0060000000,0.5280000000,192.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547419.9393060207,0.0000000000
8.0000000000,-124401.5618445351,-71894.3189852618,-76229.1045462018,-105852.9220048096,-107846.3846858006,-130831.1752475709,5406.7305215276,-1269.4449745947,0.1220000000,0.0140000000,0.7900000000,192.0000000000,3.0000000000,208.0000000000,0.0000000000,112.0000000000,24.0000000000,176.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547419.9437162876,0.0000000000
9.0000000000,-123990.7367814466,-71508.4608207298,-75832.9422274759,-105480.4972386953,-107483.9735012023,-130511.1429704598,5317.2564884730,-1373.7158624787,0.1220000000,0.0140000000,0.7900000000,192.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547419.9475355148,0.0000000000
10.0000000000,-123711.4740862219,-71229.9580848167,-75561.3238288550,-105222.0887210475,-107233.3433906249,-130288.7654648740,5318.1952617401,-1344.0550975865,0.1220000000,0.0140000000,0.7900000000,192.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547419.9506659508,0.0000000000
11.0000000000,-124150.6635130243,-71609.3342434566,-75968.9972959754,-105590.3337109487,-107601.2307526148,-130600.0582099030,5423.1590537022,-1194.7007411362,0.1220000000,0.0140000000,0.7900000000,192.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547419.9544219971,0.0000000000
12.0000000000,-124499.1048573381,-71927.9807124115,-76301.3677360258,-105898.4078047762,-107915.3845209342,-130877.2868963822,5445.2425772241,-1208.5364709540,0.1220000000,0.0140000000,0.7900000000,192.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547419.9594092369,0.0000000000
13.0000000000,-124499.4624852493,-71927.0195873999,-76297.9479191241,-105894.1162698408,-107922.9170588156,-130886.0934836976,5383.2164863606,-1302.2349837106,0.1220000000,0.0140000000,0.7900000000,192.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547419.9637508392,0.0000000000
