channel_0,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,channel_9,channel_10,channel_11,channel_12,channel_13,channel_14,channel_15,channel_16,channel_17,channel_18,channel_19,channel_20,channel_21,channel_22,channel_23
0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,192.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547954.5333006382,1.0000000000
1.0000000000,-187500.0223517445,-160214.3538253729,-180548.9874540553,-184087.9615054085,-187500.0223517445,-187500.0223517445,3415.7041806822,-2493.0688730560,0.1580000000,0.0180000000,1.0600000000,192.0000000000,4.0000000000,240.0000000000,0.0000000000,144.0000000000,33.0000000000,32.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547954.5503404140,0.0000000000
2.0000000000,-187500.0223517445,-160005.9461600716,-180373.3027426365,-183916.9036050920,-187500.0223517445,-187500.0223517445,3476.3444633895,-2409.7192179822,0.1580000000,0.0180000000,1.0600000000,192.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547954.5532600880,0.0000000000
3.0000000000,-187500.0223517445,-160469.2084156523,-180889.6950947875,-184376.3437123708,-187500.0223517445,-187500.0223517445,3551.7816009261,-2269.8643529253,0.1580000000,0.0180000000,1.0600000000,192.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547954.5573322773,0.0000000000
4.0000000000,-187500.0223517445,-160763.3350209397,-181213.6612789227,-184664.9717885222,-187500.0223517445,-187500.0223517445,3495.3210944320,-2344.0497927725,0.1580000000,0.0180000000,1.0600000000,192.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547954.5612719059,0.0000000000
5.0000000000,-187500.0223517445,-160709.4673168024,-181160.7323480526,-184606.7231424717,-187500.0223517445,-187500.0223517445,3441.7439629726,-2433.7920467606,0.1580000000,0.0180000000,1.0600000000,192.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547954.5647540092,0.0000000000
6.0000000000,-187500.0223517445,-160248.3508286894,-180706.3660867651,-184178.3072564968,-187500.0223517445,-187500.0223517445,3384.5905524004,-2510.7491029202,0.1580000000,0.0180000000,1.0600000000,192.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547954.5684940815,0.0000000000
7.0000000000,-187500.0223517445,-160030.4213202502,-180522.4112298979,-183996.5875740752,-187500.0223517445,-187500.0223517445,3453.4115735783,-2390.7202351952,0.1580000000,0.0180000000,1.0600000000,192.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547954.5723383427,0.0000000000
8.0000000000,-187500.0223517445,-160463.1063894160,-181007.7123055115,-184425.9198815727,-187500.0223517445,-187500.0223517445,3553.6814992048,-2254.1063730844,0.1520000000,0.0200000000,1.0640000000,192.0000000000,4.0000000000,192.0000000000,0.0000000000,160.0000000000,33.0000000000,64.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547954.5767381191,0.0000000000
9.0000000000,-187500.0223517445,-160758.8870237931,-181342.1838095407,-184727.9366526528,-187500.0223517445,-187500.0223517445,3510.7885015951,-2332.6727548448,0.1520000000,0.0200000000,1.0640000000,192.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547954.5807549953,0.0000000000
10.0000000000,-187500.0223517445,-160748.4040556436,-181339.6357106728,-184721.9240333943,-187500.0223517445,-187500.0223517445,3461.8158294935,-2417.4082180748,0.1520000000,0.0200000000,1.0640000000,192.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547954.5843942165,0.0000000000
11.0000000000,-187500.0223517445,-160283.2195500397,-180878.5192225598,-184288.3672461948,-187500.0223517445,-187500.0223517445,3411.8820323803,-2497.9415533473,0.1520000000,0.0200000000,1.0640000000,192.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547954.5894353390,0.0000000000
12.0000000000,-187500.0223517445,-160046.0004861355,-180672.5478974042,-184086.6427524856,-187500.0223517445,-187500.0223517445,3462.3075678715,-2407.4393400478,0.1520000000,0.0200000000,1.0640000000,192.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1756547954.5925753117,0.0000000000
