subject,loop,start_time,end_time,EXG0_cca_dummy,EXG1_cca_dummy,label
syarif,1,0.0,0.996,0.13522883074447511,0.17294978725165977,depan
syarif,1,1.0,1.996,0.6218415065170917,0.922722428132691,depan
syarif,1,2.0,2.996,0.287961896480731,0.3626336219770605,depan
syarif,1,3.0,3.996,0.19926296167346036,0.07313073984669238,depan
syarif,1,4.0,4.996,0.761309006570224,0.8429039618503819,depan
syarif,1,5.0,5.996,0.1125699956444185,0.5315477087076477,depan
syarif,1,6.0,6.996,0.14084577778093288,0.8176625711828411,depan
syarif,1,7.0,72.992,0.9821312708605545,0.24979140024275204,depan
syarif,2,72.996,73.992,0.4879968851339075,0.1703130322800379,depan
syarif,2,73.996,74.992,0.5727547457716571,0.6274402627555742,depan
syarif,2,74.996,75.992,0.6434778991378854,0.7580719366971503,depan
syarif,2,75.996,76.992,0.7198431480381371,0.3547362687087122,depan
syarif,2,76.996,77.992,0.7431702061338203,0.7034791880382958,depan
syarif,2,77.996,78.992,0.7460588401027517,0.3973660145888033,depan
syarif,2,78.996,144.988,0.6658867149744598,0.9343773258526783,depan
syarif,3,144.992,145.988,0.5972552856643155,0.14285552877171592,depan
syarif,3,145.992,146.988,0.7990029512935195,0.18424610851091006,depan
syarif,3,146.992,147.988,0.899407809853315,0.25652020588807056,depan
syarif,3,147.992,148.988,0.21870763043853514,0.11686048406886973,depan
syarif,3,148.992,149.988,0.8935590715069264,0.5382965237914074,depan
syarif,3,149.992,150.988,0.6429490501256769,0.10794134310480175,depan
syarif,3,150.992,216.984,0.07062754999573484,0.27737383078223043,depan
syarif,4,216.988,217.984,0.028174576131401508,0.8808204717207551,depan
syarif,4,217.988,218.984,0.3359433564846588,0.2050795420161069,depan
syarif,4,218.988,219.984,0.29248676429436316,0.5666704487491981,depan
syarif,4,219.988,220.984,0.3211941991799102,0.18433950853655712,depan
syarif,4,220.988,221.984,0.7289563537954146,0.861041309395483,depan
syarif,4,221.988,222.984,0.28661658471948315,0.7235640620086836,depan
syarif,4,222.988,288.98,0.1538862258262642,0.9112292389711967,depan
syarif,5,288.984,289.98,0.7242046071159461,0.5593558001581174,depan
syarif,5,289.984,290.98,0.5299155354817986,0.5691301771813372,depan
syarif,5,290.984,291.98,0.2261097638608779,0.973986521506722,depan
syarif,5,291.984,292.98,0.35851657183064134,0.4385052526457026,depan
syarif,5,292.984,293.98,0.11903214930516348,0.9953835828761595,depan
syarif,5,293.984,294.98,0.41611486652933316,0.9119502572437933,depan
