subject,loop,start_time,end_time,EXG0_cca_dummy,EXG1_cca_dummy,label
usamah,1,0.0,0.996,0.9295137672007281,0.8659857403320029,depan
usamah,1,1.0,1.996,0.9915546543632893,0.22004153697196138,depan
usamah,1,2.0,2.996,0.005451901169978957,0.859865062447954,depan
usamah,1,3.0,3.996,0.31354838293363785,0.3828456696462399,depan
usamah,1,4.0,4.996,0.1796165377150052,0.8517411965277935,depan
usamah,1,5.0,5.996,0.09699718236583432,0.2123806026170757,depan
usamah,1,6.0,6.996,0.8930848648968708,0.4815116824362884,depan
usamah,1,7.0,72.992,0.8014015326720371,0.5683340567560066,depan
usamah,2,72.996,73.992,0.203567005377556,0.39242073727712357,depan
usamah,2,73.996,74.992,0.32654899704633633,0.7745671978690022,depan
usamah,2,74.996,75.992,0.8415848881536376,0.9816646116892931,depan
usamah,2,75.996,76.992,0.28508311026889066,0.9903307800917652,depan
usamah,2,76.996,77.992,0.7324790483227784,0.895222188733924,depan
usamah,2,77.996,78.992,0.49999345149565466,0.0006901812856985323,depan
usamah,2,78.996,144.988,0.9010395604633611,0.6237272864906676,depan
usamah,3,144.992,145.988,0.08787485839690679,0.6678338761946071,depan
usamah,3,145.992,146.988,0.397026681369685,0.5693655293229246,depan
usamah,3,146.992,147.988,0.08091244855862667,0.7853812074202745,depan
usamah,3,147.992,148.988,0.25369207270047234,0.03286256074010063,depan
usamah,3,148.992,149.988,0.009277378664548697,0.10518759911731279,depan
usamah,3,149.992,150.988,0.02466357538741082,0.9561459151717363,depan
usamah,3,150.992,216.984,0.8739239596609987,0.5664022545611586,depan
usamah,4,216.988,217.984,0.32037270743740476,0.8930501578825469,depan
usamah,4,217.988,218.984,0.8678406217186478,0.49785569059650925,depan
usamah,4,218.988,219.984,0.3894913836985331,0.050995754102942104,depan
usamah,4,219.988,220.984,0.5041968321283612,0.1761888925183126,depan
usamah,4,220.988,221.984,0.01901623473350278,0.7342279262775709,depan
usamah,4,221.988,222.984,0.45025129208099834,0.9303850360428111,depan
usamah,4,222.988,288.98,0.6487007939924978,0.19634984211905815,depan
usamah,5,288.984,289.98,0.015327256064994854,0.19204941179506274,depan
usamah,5,289.984,290.98,0.62594562919951,0.256230174488668,depan
usamah,5,290.984,291.98,0.3888197075732476,0.39373968600199616,depan
usamah,5,291.984,292.98,0.1711066121018242,0.7593568964444682,depan
usamah,5,292.984,293.98,0.22441940448644837,0.5931652264540297,depan
usamah,5,293.984,294.98,0.9354615094541966,0.040926976204327725,depan
